hour,day_of_week,day_of_year,temperature_c,demand
19,6,40,16.7,21958.0
20,6,40,18.5,20066.0
21,6,40,19.8,19421.0
22,6,40,20.5,19659.0
23,6,40,20.5,19524.0
0,0,41,18.7,19330.0
1,0,41,16.9,19628.0
2,0,41,13.9,20902.0
3,0,41,12.7,23291.0
4,0,41,11.8,24075.0
5,0,41,10.7,23980.0
6,0,41,10.6,24069.0
7,0,41,10.8,23708.0
8,0,41,10.3,22841.0
9,0,41,9.8,22058.0
10,0,41,8.9,21834.0
11,0,41,8.8,21205.0
12,0,41,8.7,21095.0
13,0,41,7.9,21005.0
14,0,41,7.6,21096.0
15,0,41,7.9,22382.0
16,0,41,9.0,24600.0
17,0,41,10.7,25841.0
18,0,41,12.3,25790.0
19,0,41,14.2,24876.0
20,0,41,15.5,23928.0
21,0,41,15.9,23525.0
22,0,41,16.3,23052.0
23,0,41,16.3,22694.0
0,1,42,16.0,23191.0
1,1,42,14.5,22465.0
2,1,42,12.2,22735.0
3,1,42,11.5,25683.0
4,1,42,11.5,26994.0
5,1,42,11.1,26800.0
6,1,42,10.8,26688.0
7,1,42,10.6,26127.0
8,1,42,10.0,24887.0
9,1,42,9.0,23689.0
10,1,42,8.3,22848.0
11,1,42,7.9,22062.0
12,1,42,7.5,21521.0
13,1,42,9.8,21525.0
14,1,42,10.2,21845.0
15,1,42,10.0,23317.0
16,1,42,11.0,26039.0
17,1,42,12.4,27284.0
18,1,42,13.4,27079.0
19,1,42,14.3,26025.0
20,1,42,15.0,25573.0
21,1,42,15.9,25168.0
22,1,42,16.0,25123.0
23,1,42,15.0,25624.0
0,2,43,14.1,25743.0
1,2,43,14.0,25106.0
2,2,43,12.5,24877.0
3,2,43,11.9,27233.0
4,2,43,11.0,28286.0
5,2,43,10.0,27968.0
6,2,43,9.8,27389.0
7,2,43,9.4,26570.0
8,2,43,9.1,25062.0
9,2,43,9.3,23418.0
10,2,43,9.2,23531.0
11,2,43,9.2,23785.0
12,2,43,9.4,23348.0
13,2,43,10.4,23213.0
14,2,43,10.4,22821.0
15,2,43,10.4,23672.0
16,2,43,10.4,25912.0
17,2,43,10.7,27079.0
18,2,43,11.0,28138.0
19,2,43,11.4,28113.0
20,2,43,11.9,27923.0
21,2,43,12.0,27434.0
22,2,43,12.1,27492.0
23,2,43,12.1,27192.0
0,3,44,11.8,26060.0
1,3,44,11.8,25863.0
2,3,44,11.9,26239.0
3,3,44,11.8,27984.0
4,3,44,11.8,28538.0
5,3,44,12.2,28071.0
6,3,44,12.2,27196.0
7,3,44,12.3,26268.0
8,3,44,12.1,24953.0
9,3,44,12.2,24344.0
10,3,44,12.3,24009.0
11,3,44,12.0,23591.0
12,3,44,12.0,23156.0
13,3,44,12.2,22589.0
14,3,44,12.5,23127.0
15,3,44,12.8,23288.0
16,3,44,13.1,24916.0
17,3,44,13.6,26340.0
18,3,44,14.3,27360.0
19,3,44,14.5,27588.0
20,3,44,14.4,27337.0
21,3,44,14.4,27992.0
22,3,44,14.2,28002.0
23,3,44,15.1,28370.0
0,4,45,14.2,27066.0
1,4,45,13.7,26540.0
2,4,45,13.8,27018.0
3,4,45,13.4,27938.0
4,4,45,13.5,28029.0
5,4,45,13.7,27499.0
6,4,45,13.4,26695.0
7,4,45,13.2,26164.0
8,4,45,12.8,25223.0
9,4,45,12.5,23757.0
10,4,45,11.9,23374.0
11,4,45,11.6,22074.0
12,4,45,11.1,21530.0
13,4,45,11.6,21232.0
14,4,45,11.7,21132.0
15,4,45,11.6,22227.0
16,4,45,12.5,24144.0
17,4,45,13.2,25397.0
18,4,45,14.1,26160.0
19,4,45,15.4,26183.0
20,4,45,16.0,25740.0
21,4,45,16.8,24738.0
22,4,45,16.6,24289.0
23,4,45,16.3,23412.0
0,5,46,15.6,22418.0
1,5,46,14.7,21821.0
2,5,46,13.2,22500.0
3,5,46,12.4,25315.0
4,5,46,12.0,26374.0
5,5,46,12.6,26292.0
6,5,46,12.5,25840.0
7,5,46,11.8,25300.0
8,5,46,10.9,24525.0
9,5,46,9.5,23173.0
10,5,46,9.0,22480.0
11,5,46,8.4,21610.0
12,5,46,8.2,21109.0
13,5,46,7.6,20997.0
14,5,46,7.6,20809.0
15,5,46,7.4,21567.0
16,5,46,9.0,22490.0
17,5,46,10.9,22681.0
18,5,46,12.7,23268.0
19,5,46,14.3,23287.0
20,5,46,15.6,21478.0
21,5,46,16.8,20612.0
22,5,46,17.8,19975.0
23,5,46,17.7,19282.0
0,6,47,16.4,19278.0
1,6,47,15.0,19408.0
2,6,47,12.8,20998.0
3,6,47,12.5,23587.0
4,6,47,12.4,24855.0
5,6,47,11.7,24645.0
6,6,47,10.8,24133.0
7,6,47,10.0,23604.0
8,6,47,9.2,22655.0
9,6,47,8.4,21712.0
10,6,47,8.3,21407.0
11,6,47,8.7,20865.0
12,6,47,9.4,20648.0
13,6,47,11.1,20437.0
14,6,47,10.6,20260.0
15,6,47,10.6,20545.0
16,6,47,13.1,21154.0
17,6,47,15.7,21293.0
18,6,47,17.4,21362.0
19,6,47,18.6,21038.0
20,6,47,19.9,20952.0
21,6,47,20.3,20450.0
22,6,47,20.9,19531.0
23,6,47,20.9,20413.0
0,0,48,20.3,20609.0
1,0,48,18.3,20572.0
2,0,48,15.5,20793.0
3,0,48,14.1,22924.0
4,0,48,13.7,24132.0
5,0,48,12.8,23879.0
6,0,48,12.1,23362.0
7,0,48,11.6,23060.0
8,0,48,11.7,22442.0
9,0,48,11.9,21335.0
10,0,48,11.8,20850.0
11,0,48,11.6,20374.0
12,0,48,11.4,20096.0
13,0,48,11.0,19646.0
14,0,48,9.4,19805.0
15,0,48,9.7,21085.0
16,0,48,11.9,22395.0
17,0,48,13.4,23271.0
18,0,48,14.9,23756.0
19,0,48,16.5,23782.0
20,0,48,17.9,23390.0
21,0,48,19.0,22777.0
22,0,48,19.5,22635.0
23,0,48,19.6,21619.0
0,1,49,18.4,21739.0
1,1,49,16.6,21367.0
2,1,49,14.1,22080.0
3,1,49,13.1,24751.0
4,1,49,12.3,26191.0
5,1,49,12.1,25908.0
6,1,49,11.5,25487.0
7,1,49,10.9,24858.0
8,1,49,10.5,23433.0
9,1,49,10.1,22165.0
10,1,49,9.7,21734.0
11,1,49,9.7,21099.0
12,1,49,10.8,20867.0
13,1,49,10.8,20391.0
14,1,49,10.5,20696.0
15,1,49,10.0,21933.0
16,1,49,10.3,23673.0
17,1,49,10.7,24933.0
18,1,49,11.5,25299.0
19,1,49,12.9,24805.0
20,1,49,14.7,23414.0
21,1,49,16.5,22624.0
22,1,49,17.8,22066.0
23,1,49,17.6,21773.0
0,2,50,16.3,21552.0
1,2,50,15.0,21782.0
2,2,50,13.4,22467.0
3,2,50,12.8,24896.0
4,2,50,12.2,26181.0
5,2,50,11.2,25799.0
6,2,50,10.6,25292.0
7,2,50,9.9,24770.0
8,2,50,9.2,23400.0
9,2,50,8.6,22279.0
10,2,50,8.4,21722.0
11,2,50,8.2,20877.0
12,2,50,8.8,20378.0
13,2,50,8.2,20133.0
14,2,50,8.2,20523.0
15,2,50,8.3,22011.0
16,2,50,11.0,23958.0
17,2,50,13.8,24957.0
18,2,50,15.8,24575.0
19,2,50,18.1,24910.0
20,2,50,20.2,24369.0
21,2,50,21.4,24586.0
22,2,50,21.7,24164.0
23,2,50,20.8,23458.0
0,3,51,19.5,22894.0
1,3,51,18.7,22623.0
2,3,51,16.0,22975.0
3,3,51,14.7,24938.0
4,3,51,13.6,26177.0
5,3,51,12.5,25752.0
6,3,51,11.6,25051.0
7,3,51,10.9,24274.0
8,3,51,10.2,23372.0
9,3,51,9.5,22308.0
10,3,51,9.0,21365.0
11,3,51,9.0,20922.0
12,3,51,8.7,20691.0
13,3,51,8.8,20165.0
14,3,51,9.0,20359.0
15,3,51,9.2,21852.0
16,3,51,11.1,23878.0
17,3,51,13.7,25351.0
18,3,51,15.9,25108.0
19,3,51,17.9,24630.0
20,3,51,19.5,24133.0
21,3,51,20.9,23066.0
22,3,51,21.9,22488.0
23,3,51,21.6,22418.0
0,4,52,20.0,21923.0
1,4,52,18.3,21805.0
2,4,52,16.7,22191.0
3,4,52,15.8,24466.0
4,4,52,13.8,25688.0
5,4,52,12.9,25415.0
6,4,52,11.7,24891.0
7,4,52,10.6,24588.0
8,4,52,9.9,23264.0
9,4,52,9.1,22061.0
10,4,52,7.8,21502.0
11,4,52,7.8,20739.0
12,4,52,7.6,20177.0
13,4,52,8.6,19946.0
14,4,52,7.9,19919.0
15,4,52,8.8,21423.0
16,4,52,11.8,23354.0
17,4,52,15.2,24660.0
18,4,52,17.2,25190.0
19,4,52,18.9,24485.0
20,4,52,20.6,23766.0
21,4,52,22.2,22940.0
22,4,52,23.0,22887.0
23,4,52,22.9,21833.0
0,5,53,21.6,21392.0
1,5,53,18.7,21586.0
2,5,53,17.0,22219.0
3,5,53,16.5,24241.0
4,5,53,14.4,25136.0
5,5,53,13.0,24680.0
6,5,53,12.1,24097.0
7,5,53,10.6,23860.0
8,5,53,9.5,22992.0
9,5,53,9.0,22230.0
10,5,53,8.7,21425.0
11,5,53,8.6,20741.0
12,5,53,8.7,20222.0
13,5,53,8.1,19696.0
14,5,53,7.3,19483.0
15,5,53,7.4,20112.0
16,5,53,10.6,20875.0
17,5,53,15.2,21535.0
18,5,53,18.3,22399.0
19,5,53,20.6,20757.0
20,5,53,22.2,20377.0
21,5,53,23.4,19619.0
22,5,53,24.1,18636.0
23,5,53,24.3,18369.0
0,6,54,23.7,18540.0
1,6,54,20.6,18896.0
2,6,54,17.7,20019.0
3,6,54,16.4,22662.0
4,6,54,14.8,24048.0
5,6,54,12.9,23689.0
6,6,54,11.3,23165.0
7,6,54,10.3,22730.0
8,6,54,9.9,21870.0
9,6,54,9.7,20823.0
10,6,54,9.5,20230.0
11,6,54,9.5,19410.0
12,6,54,9.5,18819.0
13,6,54,8.2,18519.0
14,6,54,7.5,18590.0
15,6,54,8.2,19417.0
16,6,54,12.1,20031.0
17,6,54,16.7,20592.0
18,6,54,19.4,21780.0
19,6,54,21.5,22124.0
20,6,54,23.4,20767.0
21,6,54,24.7,19948.0
22,6,54,25.4,19097.0
23,6,54,25.4,18030.0
0,0,55,23.3,18352.0
1,0,55,20.4,18251.0
2,0,55,18.0,19926.0
3,0,55,17.5,22837.0
4,0,55,16.4,24596.0
5,0,55,15.0,24274.0
6,0,55,14.6,23507.0
7,0,55,13.8,22905.0
8,0,55,13.3,21826.0
9,0,55,13.4,20495.0
10,0,55,13.5,19848.0
11,0,55,13.4,19130.0
12,0,55,12.9,19069.0
13,0,55,13.4,18962.0
14,0,55,13.0,19245.0
15,0,55,13.3,20691.0
16,0,55,16.1,22615.0
17,0,55,18.0,24199.0
18,0,55,19.7,24720.0
19,0,55,21.4,25158.0
20,0,55,22.8,24286.0
21,0,55,23.9,24401.0
22,0,55,24.2,23225.0
23,0,55,23.1,22815.0
0,1,56,20.7,23239.0
1,1,56,19.8,22803.0
2,1,56,17.3,23901.0
3,1,56,16.0,25312.0
4,1,56,15.2,26229.0
5,1,56,14.6,25848.0
6,1,56,13.7,25125.0
7,1,56,13.0,24597.0
8,1,56,12.1,23182.0
9,1,56,11.4,21856.0
10,1,56,10.8,21159.0
11,1,56,10.5,20396.0
12,1,56,10.5,19977.0
13,1,56,9.5,19795.0
14,1,56,9.0,20195.0
15,1,56,9.3,21599.0
16,1,56,12.0,23476.0
17,1,56,15.4,24898.0
18,1,56,17.9,25224.0
19,1,56,20.5,24342.0
20,1,56,22.5,23914.0
21,1,56,23.1,23279.0
22,1,56,23.3,23013.0
23,1,56,23.3,22170.0
0,2,57,22.0,22080.0
1,2,57,19.8,22154.0
2,2,57,17.0,22592.0
3,2,57,16.0,24694.0
4,2,57,15.0,25632.0
5,2,57,14.3,25433.0
6,2,57,13.6,24765.0
7,2,57,12.6,24167.0
8,2,57,11.2,22805.0
9,2,57,10.5,21486.0
10,2,57,10.1,21178.0
11,2,57,9.9,20464.0
12,2,57,9.7,20063.0
13,2,57,9.2,19826.0
14,2,57,8.3,20099.0
15,2,57,8.7,21474.0
16,2,57,11.6,23549.0
17,2,57,15.4,24486.0
18,2,57,18.0,24074.0
19,2,57,20.8,23077.0
20,2,57,23.4,22018.0
21,2,57,25.2,21373.0
22,2,57,26.1,21567.0
23,2,57,26.2,21051.0
0,3,58,25.1,21670.0
1,3,58,22.7,22343.0
2,3,58,19.9,22947.0
3,3,58,17.8,25183.0
4,3,58,16.1,26305.0
5,3,58,14.5,25965.0
6,3,58,13.2,25112.0
7,3,58,12.7,24381.0
8,3,58,11.7,22955.0
9,3,58,10.4,21477.0
10,3,58,10.2,20895.0
11,3,58,9.9,20194.0
12,3,58,9.6,19774.0
13,3,58,10.7,19515.0
14,3,58,9.6,19976.0
15,3,58,9.3,21259.0
16,3,58,12.4,23181.0
17,3,58,17.3,24043.0
18,3,58,20.1,24786.0
19,3,58,22.4,24717.0
20,3,58,23.9,24399.0
21,3,58,24.9,24209.0
22,3,58,25.4,23466.0
23,3,58,25.2,22986.0
0,4,59,24.3,22898.0
1,4,59,23.2,23175.0
2,4,59,21.4,23620.0
3,4,59,18.5,25463.0
4,4,59,17.2,26311.0
5,4,59,16.5,25787.0
6,4,59,15.6,24856.0
7,4,59,14.9,24080.0
8,4,59,14.0,22746.0
9,4,59,13.1,21391.0
10,4,59,12.7,20829.0
11,4,59,11.8,20186.0
12,4,59,10.9,19761.0
13,4,59,10.6,19339.0
14,4,59,9.6,19598.0
15,4,59,9.9,20914.0
16,4,59,13.4,22524.0
17,4,59,17.3,23535.0
18,4,59,20.3,23126.0
19,4,59,22.6,22800.0
20,4,59,23.6,21869.0
21,4,59,21.7,22014.0
22,4,59,21.2,22397.0
23,4,59,21.1,22054.0
0,5,60,20.0,22049.0
1,5,60,18.6,22948.0
2,5,60,16.4,22970.0
3,5,60,14.6,24338.0
4,5,60,13.8,24882.0
5,5,60,13.3,24481.0
6,5,60,13.2,23834.0
7,5,60,13.1,23214.0
8,5,60,12.7,22262.0
9,5,60,12.0,21142.0
10,5,60,11.6,20703.0
11,5,60,11.1,19829.0
12,5,60,10.8,19264.0
13,5,60,10.1,18830.0
14,5,60,11.1,18878.0
15,5,60,11.7,19381.0
16,5,60,11.9,20004.0
17,5,60,12.0,20295.0
18,5,60,13.6,20453.0
19,5,60,15.3,20576.0
20,5,60,17.3,21036.0
21,5,60,18.7,21550.0
22,5,60,18.4,21020.0
23,5,60,18.4,21049.0
0,6,61,16.0,21029.0
1,6,61,15.1,21145.0
2,6,61,14.5,20828.0
3,6,61,14.0,22349.0
4,6,61,13.5,23728.0
5,6,61,13.2,23459.0
6,6,61,12.9,22982.0
7,6,61,12.8,22401.0
8,6,61,12.7,21533.0
9,6,61,12.1,20623.0
10,6,61,12.0,20360.0
11,6,61,12.5,19490.0
12,6,61,12.5,19130.0
13,6,61,12.2,18747.0
14,6,61,11.5,18694.0
15,6,61,11.8,18987.0
16,6,61,12.9,19459.0
17,6,61,14.0,20511.0
18,6,61,15.5,22362.0
19,6,61,17.1,22542.0
20,6,61,16.6,22413.0
21,6,61,16.0,21886.0
22,6,61,15.5,20816.0
23,6,61,15.1,20641.0
0,0,62,14.5,19191.0
1,0,62,13.8,18936.0
2,0,62,12.4,20247.0
3,0,62,11.6,22565.0
4,0,62,11.3,24285.0
5,0,62,10.7,24224.0
6,0,62,10.0,23787.0
7,0,62,9.8,23300.0
8,0,62,8.8,22234.0
9,0,62,7.8,20922.0
10,0,62,7.2,20582.0
11,0,62,7.3,20051.0
12,0,62,7.3,19569.0
13,0,62,7.4,19671.0
14,0,62,7.1,20246.0
15,0,62,7.4,21988.0
16,0,62,10.3,23899.0
17,0,62,12.6,24864.0
18,0,62,14.1,24848.0
19,0,62,15.2,23676.0
20,0,62,16.6,23290.0
21,0,62,17.4,22541.0
22,0,62,18.3,22408.0
23,0,62,18.9,21792.0
0,1,63,18.2,21350.0
1,1,63,16.7,21361.0
2,1,63,15.0,21815.0
3,1,63,14.2,24359.0
4,1,63,13.2,26172.0
5,1,63,12.5,26183.0
6,1,63,11.6,25713.0
7,1,63,11.1,25157.0
8,1,63,11.0,23734.0
9,1,63,10.6,22386.0
10,1,63,10.2,21993.0
11,1,63,9.8,21524.0
12,1,63,9.6,20971.0
13,1,63,9.7,20859.0
14,1,63,9.7,21013.0
15,1,63,10.0,22393.0
16,1,63,11.7,24599.0
17,1,63,13.2,25939.0
18,1,63,14.6,26653.0
19,1,63,16.2,26082.0
20,1,63,18.0,24808.0
21,1,63,19.6,23552.0
22,1,63,20.7,21997.0
23,1,63,20.3,21596.0
0,2,64,17.3,21649.0
1,2,64,16.4,21976.0
2,2,64,15.2,22868.0
3,2,64,14.0,24763.0
4,2,64,12.9,26047.0
5,2,64,12.3,25827.0
6,2,64,12.0,25278.0
7,2,64,11.3,24380.0
8,2,64,11.2,22977.0
9,2,64,10.9,21534.0
10,2,64,10.6,21286.0
11,2,64,10.4,20826.0
12,2,64,9.8,20291.0
13,2,64,10.1,20026.0
14,2,64,9.7,20735.0
15,2,64,10.4,22316.0
16,2,64,11.4,24117.0
17,2,64,12.3,25177.0
18,2,64,13.4,26223.0
19,2,64,12.2,26348.0
20,2,64,12.4,26069.0
21,2,64,13.1,26676.0
22,2,64,12.7,26085.0
23,2,64,12.6,25647.0
0,3,65,12.5,25512.0
1,3,65,12.2,25951.0
2,3,65,12.0,25678.0
3,3,65,11.9,26047.0
4,3,65,11.8,27344.0
5,3,65,11.7,27034.0
6,3,65,11.4,26193.0
7,3,65,11.0,25360.0
8,3,65,10.0,24464.0
9,3,65,9.6,23291.0
10,3,65,9.0,22559.0
11,3,65,7.5,21949.0
12,3,65,7.2,21848.0
13,3,65,8.1,21072.0
14,3,65,8.1,21375.0
15,3,65,8.9,22685.0
16,3,65,10.5,24404.0
17,3,65,11.5,25899.0
18,3,65,12.5,26117.0
19,3,65,12.3,25478.0
20,3,65,11.5,25583.0
21,3,65,10.7,24756.0
22,3,65,10.1,24135.0
23,3,65,9.5,23232.0
0,4,66,8.7,23253.0
1,4,66,9.4,23911.0
2,4,66,9.0,24262.0
3,4,66,8.7,25649.0
4,4,66,8.4,26590.0
5,4,66,7.6,26411.0
6,4,66,7.1,26004.0
7,4,66,6.7,25349.0
8,4,66,6.5,24308.0
9,4,66,6.2,23119.0
10,4,66,6.1,22410.0
11,4,66,5.8,21845.0
12,4,66,5.1,21291.0
13,4,66,5.5,20883.0
14,4,66,4.7,21367.0
15,4,66,5.1,22980.0
16,4,66,7.4,24641.0
17,4,66,9.5,24668.0
18,4,66,11.2,23823.0
19,4,66,12.9,23119.0
20,4,66,14.8,21847.0
21,4,66,16.3,22369.0
22,4,66,17.4,22515.0
23,4,66,17.7,21681.0
0,5,67,16.9,21414.0
1,5,67,15.1,20053.0
2,5,67,12.3,20927.0
3,5,67,11.1,23566.0
4,5,67,10.5,25387.0
5,5,67,9.9,25361.0
6,5,67,8.6,24809.0
7,5,67,7.5,24565.0
8,5,67,6.8,23664.0
9,5,67,6.5,22435.0
10,5,67,6.1,22088.0
11,5,67,5.5,21472.0
12,5,67,4.6,20743.0
13,5,67,5.3,20500.0
14,5,67,4.8,20531.0
15,5,67,5.7,21267.0
16,5,67,8.9,21730.0
17,5,67,11.1,21748.0
18,5,67,13.2,21489.0
19,5,67,14.9,20817.0
20,5,67,16.6,19146.0
21,5,67,17.8,18656.0
22,5,67,18.4,17858.0
23,5,67,18.4,16899.0
0,6,68,17.5,16317.0
1,6,68,16.5,17227.0
2,6,68,13.9,18715.0
3,6,68,12.8,21865.0
4,6,68,12.1,23733.0
5,6,68,11.4,23787.0
6,6,68,9.9,23474.0
7,6,68,8.4,23042.0
8,6,68,7.6,22182.0
9,6,68,7.0,21226.0
10,6,68,6.7,21069.0
11,6,68,6.8,20558.0
12,6,68,7.5,20122.0
13,6,68,6.4,19948.0
14,6,68,6.1,20261.0
15,6,68,7.6,20779.0
16,6,68,11.6,21239.0
17,6,68,15.2,21597.0
18,6,68,18.0,21485.0
19,6,68,20.0,20180.0
20,6,68,21.5,18982.0
21,6,68,22.2,17771.0
22,6,68,22.6,16507.0
23,6,68,21.8,16032.0
0,0,69,19.7,15983.0
1,0,69,18.2,16508.0
2,0,69,15.2,18704.0
3,0,69,13.8,21894.0
4,0,69,13.3,23794.0
5,0,69,12.4,23772.0
6,0,69,11.6,23460.0
7,0,69,11.0,22441.0
8,0,69,10.8,21311.0
9,0,69,10.4,21114.0
10,0,69,10.1,20599.0
11,0,69,9.8,20274.0
12,0,69,9.6,20074.0
13,0,69,7.0,20433.0
14,0,69,6.7,21924.0
15,0,69,8.9,24003.0
16,0,69,12.5,25398.0
17,0,69,15.3,26022.0
18,0,69,18.1,25715.0
19,0,69,20.4,24348.0
20,0,69,21.7,22785.0
21,0,69,22.3,21324.0
22,0,69,21.7,20156.0
23,0,69,20.5,19984.0
0,1,70,19.1,19917.0
1,1,70,18.3,20548.0
2,1,70,16.0,21601.0
3,1,70,14.4,23661.0
4,1,70,13.8,25317.0
5,1,70,13.6,25003.0
6,1,70,13.4,24309.0
7,1,70,12.8,23076.0
8,1,70,11.4,21617.0
9,1,70,11.1,21625.0
10,1,70,11.2,20662.0
11,1,70,11.5,20404.0
12,1,70,11.4,20180.0
13,1,70,12.7,20231.0
14,1,70,12.4,21246.0
15,1,70,11.6,23563.0
16,1,70,11.5,25377.0
17,1,70,13.5,24976.0
18,1,70,14.2,23820.0
19,1,70,13.6,22707.0
20,1,70,14.3,22889.0
21,1,70,15.9,22518.0
22,1,70,16.0,22839.0
23,1,70,16.0,21750.0
0,2,71,16.5,22433.0
1,2,71,14.7,22751.0
2,2,71,13.7,22804.0
3,2,71,13.1,24322.0
4,2,71,12.9,25763.0
5,2,71,11.3,25425.0
6,2,71,11.5,24801.0
7,2,71,11.5,23441.0
8,2,71,11.2,22188.0
9,2,71,10.3,21710.0
10,2,71,10.5,21197.0
11,2,71,11.6,21040.0
12,2,71,12.0,20692.0
13,2,71,11.7,20485.0
14,2,71,12.0,21280.0
15,2,71,12.4,23126.0
16,2,71,13.0,24931.0
17,2,71,13.7,25969.0
18,2,71,15.5,25926.0
19,2,71,17.0,26342.0
20,2,71,17.7,26086.0
21,2,71,17.2,25100.0
22,2,71,16.7,24047.0
23,2,71,16.7,24698.0
0,3,72,15.8,24216.0
1,3,72,14.4,24283.0
2,3,72,13.8,24159.0
3,3,72,13.2,25137.0
4,3,72,12.3,26269.0
5,3,72,12.3,25972.0
6,3,72,12.3,25092.0
7,3,72,11.9,23906.0
8,3,72,12.1,22465.0
9,3,72,11.9,22232.0
10,3,72,12.1,22077.0
11,3,72,11.8,21409.0
12,3,72,11.4,21537.0
13,3,72,9.5,20948.0
14,3,72,9.4,22058.0
15,3,72,9.6,24011.0
16,3,72,9.8,25807.0
17,3,72,9.9,26421.0
18,3,72,12.2,26071.0
19,3,72,12.1,25325.0
20,3,72,12.9,25094.0
21,3,72,12.9,24301.0
22,3,72,13.3,23328.0
23,3,72,12.9,23514.0
0,4,73,12.4,22786.0
1,4,73,11.8,22083.0
2,4,73,10.7,22725.0
3,4,73,10.1,24627.0
4,4,73,9.2,26505.0
5,4,73,8.4,26464.0
6,4,73,7.9,26023.0
7,4,73,7.5,24626.0
8,4,73,7.0,22947.0
9,4,73,6.1,22698.0
10,4,73,5.9,22034.0
11,4,73,5.4,21758.0
12,4,73,4.6,21390.0
13,4,73,5.6,21441.0
14,4,73,6.0,22559.0
15,4,73,7.3,24683.0
16,4,73,7.8,26506.0
17,4,73,8.5,27458.0
18,4,73,9.4,27620.0
19,4,73,9.2,27985.0
20,4,73,9.4,27312.0
21,4,73,10.5,25884.0
22,4,73,10.5,26728.0
23,4,73,10.3,26624.0
0,5,74,10.1,25950.0
1,5,74,10.0,24928.0
2,5,74,9.7,24648.0
3,5,74,9.9,25406.0
4,5,74,10.1,26415.0
5,5,74,9.5,26143.0
6,5,74,9.1,25580.0
7,5,74,8.8,24488.0
8,5,74,8.5,23391.0
9,5,74,8.4,22950.0
10,5,74,8.4,22324.0
11,5,74,8.2,21436.0
12,5,74,8.8,20986.0
13,5,74,6.4,20779.0
14,5,74,7.3,21348.0
15,5,74,9.9,22369.0
16,5,74,11.8,23071.0
17,5,74,12.5,23420.0
18,5,74,13.8,23061.0
19,5,74,15.5,21342.0
20,5,74,17.2,20621.0
21,5,74,17.6,20818.0
22,5,74,16.8,19765.0
23,5,74,16.0,18837.0
0,6,75,15.3,17716.0
1,6,75,14.5,17616.0
2,6,75,12.9,19049.0
3,6,75,12.0,21507.0
4,6,75,11.6,23348.0
5,6,75,10.7,23491.0
6,6,75,10.0,23328.0
7,6,75,9.5,22531.0
8,6,75,9.1,21789.0
9,6,75,9.0,21407.0
10,6,75,9.0,20800.0
11,6,75,8.8,20107.0
12,6,75,8.4,19851.0
13,6,75,8.1,19597.0
14,6,75,8.1,19983.0
15,6,75,9.5,20797.0
16,6,75,11.5,21012.0
17,6,75,13.5,21709.0
18,6,75,15.3,22026.0
19,6,75,16.9,20761.0
20,6,75,18.2,20609.0
21,6,75,19.3,20021.0
22,6,75,19.7,18868.0
23,6,75,19.0,18846.0
0,0,76,17.3,18624.0
1,0,76,16.1,18952.0
2,0,76,14.4,20207.0
3,0,76,13.4,22156.0
4,0,76,12.5,23889.0
5,0,76,11.4,23711.0
6,0,76,10.9,23284.0
7,0,76,10.5,22126.0
8,0,76,10.4,20912.0
9,0,76,9.8,20848.0
10,0,76,9.9,20299.0
11,0,76,9.9,19937.0
12,0,76,9.6,20168.0
13,0,76,9.9,20140.0
14,0,76,9.8,21264.0
15,0,76,10.4,23216.0
16,0,76,12.0,24778.0
17,0,76,13.9,24810.0
18,0,76,15.7,24550.0
19,0,76,17.3,24410.0
20,0,76,18.5,25049.0
21,0,76,18.6,24130.0
22,0,76,15.4,24003.0
23,0,76,14.5,23701.0
0,1,77,14.3,22628.0
1,1,77,14.3,22790.0
2,1,77,13.8,23803.0
3,1,77,12.5,24640.0
4,1,77,11.3,26023.0
5,1,77,10.8,25811.0
6,1,77,10.3,25160.0
7,1,77,9.7,23906.0
8,1,77,8.9,22668.0
9,1,77,7.9,22080.0
10,1,77,7.6,21545.0
11,1,77,7.6,21028.0
12,1,77,7.9,20785.0
13,1,77,8.1,20981.0
14,1,77,7.9,22416.0
15,1,77,8.9,24699.0
16,1,77,10.8,26270.0
17,1,77,12.8,25701.0
18,1,77,14.7,24741.0
19,1,77,16.9,22350.0
20,1,77,18.5,21651.0
21,1,77,19.7,20996.0
22,1,77,20.2,19903.0
23,1,77,20.2,19448.0
0,2,78,19.7,19269.0
1,2,78,18.2,18905.0
2,2,78,15.5,20672.0
3,2,78,14.1,23165.0
4,2,78,13.1,25165.0
5,2,78,11.8,25075.0
6,2,78,10.4,24543.0
7,2,78,9.0,23301.0
8,2,78,8.0,21924.0
9,2,78,7.5,21717.0
10,2,78,7.3,21039.0
11,2,78,7.0,20392.0
12,2,78,6.8,20507.0
13,2,78,6.4,21084.0
14,2,78,5.8,22712.0
15,2,78,7.5,24871.0
16,2,78,11.7,26444.0
17,2,78,15.1,26370.0
18,2,78,19.0,24424.0
19,2,78,21.7,23362.0
20,2,78,23.4,22712.0
21,2,78,24.6,22200.0
22,2,78,25.0,21755.0
23,2,78,24.9,21148.0
0,3,79,24.4,20394.0
1,3,79,24.0,20998.0
2,3,79,21.5,22050.0
3,3,79,19.6,23994.0
4,3,79,18.1,25323.0
5,3,79,17.1,25182.0
6,3,79,15.0,24753.0
7,3,79,13.3,23313.0
8,3,79,12.2,22169.0
9,3,79,11.4,21718.0
10,3,79,10.7,21070.0
11,3,79,10.3,20674.0
12,3,79,10.0,20844.0
13,3,79,9.8,20773.0
