hour,day_of_week,day_of_year,temperature_c,demand
14,3,79,10.4,21878.0
15,3,79,12.7,24018.0
16,3,79,15.9,25599.0
17,3,79,18.6,25398.0
18,3,79,21.2,24831.0
19,3,79,23.3,23318.0
20,3,79,25.0,21892.0
21,3,79,25.9,21401.0
22,3,79,25.2,20562.0
23,3,79,23.4,19125.0
0,4,80,21.7,19633.0
1,4,80,19.6,19610.0
2,4,80,18.2,21138.0
3,4,80,17.0,23279.0
4,4,80,16.2,25119.0
5,4,80,15.4,25099.0
6,4,80,14.8,24416.0
7,4,80,13.4,23228.0
8,4,80,12.4,21779.0
9,4,80,11.5,21447.0
10,4,80,10.3,20949.0
11,4,80,9.4,20631.0
12,4,80,8.9,20308.0
13,4,80,9.8,20480.0
14,4,80,9.5,21808.0
15,4,80,11.4,23878.0
16,4,80,14.9,25137.0
17,4,80,17.8,24799.0
18,4,80,20.6,23457.0
19,4,80,23.1,22417.0
20,4,80,24.9,21251.0
21,4,80,25.9,21041.0
22,4,80,25.1,21145.0
23,4,80,23.5,20835.0
0,5,81,22.2,20532.0
1,5,81,21.5,20381.0
2,5,81,19.2,21155.0
3,5,81,17.0,22899.0
4,5,81,15.4,24357.0
5,5,81,14.5,24197.0
6,5,81,14.4,23777.0
7,5,81,14.1,23019.0
8,5,81,13.6,21970.0
9,5,81,13.3,21199.0
10,5,81,12.8,20582.0
11,5,81,12.5,20051.0
12,5,81,12.3,19602.0
13,5,81,11.9,19603.0
14,5,81,11.4,20160.0
15,5,81,12.9,20622.0
16,5,81,15.5,21055.0
17,5,81,18.0,21176.0
18,5,81,20.6,20419.0
19,5,81,23.2,19458.0
20,5,81,25.2,18936.0
21,5,81,24.8,19116.0
22,5,81,23.2,18963.0
23,5,81,22.8,18761.0
0,6,82,22.1,18912.0
1,6,82,20.5,18691.0
2,6,82,18.9,19773.0
3,6,82,17.4,21569.0
4,6,82,16.4,23208.0
5,6,82,15.5,23279.0
6,6,82,15.0,22875.0
7,6,82,14.6,22103.0
8,6,82,14.0,20937.0
9,6,82,13.6,20240.0
10,6,82,13.2,19594.0
11,6,82,12.7,19091.0
12,6,82,12.2,18625.0
13,6,82,12.0,18528.0
14,6,82,11.9,18692.0
15,6,82,13.2,19382.0
16,6,82,14.2,19930.0
17,6,82,16.3,19822.0
18,6,82,18.7,19164.0
19,6,82,21.1,18032.0
20,6,82,23.3,17345.0
21,6,82,25.2,16944.0
22,6,82,25.6,16815.0
23,6,82,25.0,16456.0
0,0,83,23.5,17145.0
1,0,83,21.2,17914.0
2,0,83,18.9,19506.0
3,0,83,17.2,22103.0
4,0,83,16.1,23736.0
5,0,83,15.2,23682.0
6,0,83,14.8,23105.0
7,0,83,14.3,21993.0
8,0,83,13.8,20804.0
9,0,83,13.3,20455.0
10,0,83,13.0,19919.0
11,0,83,12.8,19497.0
12,0,83,12.9,19214.0
13,0,83,11.8,19440.0
14,0,83,10.8,20653.0
15,0,83,12.9,22519.0
16,0,83,17.2,24003.0
17,0,83,20.4,24131.0
18,0,83,24.6,23230.0
19,0,83,28.5,22242.0
20,0,83,31.7,21071.0
21,0,83,32.8,20502.0
22,0,83,30.4,20359.0
23,0,83,29.0,20518.0
0,1,84,27.0,21784.0
1,1,84,22.4,23695.0
2,1,84,19.8,24150.0
3,1,84,18.7,25781.0
4,1,84,18.0,26721.0
5,1,84,16.8,26068.0
6,1,84,16.0,24992.0
7,1,84,15.1,23457.0
8,1,84,14.8,21808.0
9,1,84,14.6,21040.0
10,1,84,14.4,20345.0
11,1,84,14.0,19458.0
12,1,84,13.5,19092.0
13,1,84,12.8,19504.0
14,1,84,13.0,20708.0
15,1,84,14.2,22663.0
16,1,84,16.1,23841.0
17,1,84,18.7,23994.0
18,1,84,21.8,23472.0
19,1,84,24.9,21865.0
20,1,84,27.2,21828.0
21,1,84,27.4,21327.0
22,1,84,25.1,21283.0
23,1,84,22.1,21937.0
0,2,85,19.9,22845.0
1,2,85,17.6,24021.0
2,2,85,14.9,24561.0
3,2,85,13.6,26169.0
4,2,85,13.2,27028.0
5,2,85,13.0,26621.0
6,2,85,12.6,25887.0
7,2,85,12.4,24456.0
8,2,85,12.1,22828.0
9,2,85,11.9,22198.0
10,2,85,11.8,21329.0
11,2,85,11.8,20775.0
12,2,85,12.0,20486.0
13,2,85,12.6,20418.0
14,2,85,12.9,21359.0
15,2,85,13.2,22848.0
16,2,85,13.8,24188.0
17,2,85,15.1,24263.0
18,2,85,16.8,23601.0
19,2,85,18.6,23709.0
20,2,85,19.3,23155.0
21,2,85,19.7,23741.0
22,2,85,20.3,24069.0
23,2,85,20.1,24147.0
0,3,86,18.9,24495.0
1,3,86,16.8,24762.0
2,3,86,14.9,24132.0
3,3,86,13.9,24587.0
4,3,86,13.1,25775.0
5,3,86,12.3,25269.0
6,3,86,11.9,24545.0
7,3,86,11.5,23409.0
8,3,86,11.3,22245.0
9,3,86,11.2,21322.0
10,3,86,11.0,20622.0
11,3,86,10.6,20028.0
12,3,86,10.3,19527.0
13,3,86,11.5,19320.0
14,3,86,11.3,20220.0
15,3,86,12.8,22218.0
16,3,86,14.6,23773.0
17,3,86,16.5,24400.0
18,3,86,18.2,24300.0
19,3,86,20.6,23920.0
20,3,86,21.5,24615.0
21,3,86,22.2,24353.0
22,3,86,21.9,23828.0
23,3,86,19.6,22763.0
0,4,87,18.3,21405.0
1,4,87,16.4,20859.0
2,4,87,15.2,21633.0
3,4,87,14.5,23247.0
4,4,87,14.2,24758.0
5,4,87,14.5,24550.0
6,4,87,14.6,23957.0
7,4,87,14.4,23074.0
8,4,87,14.1,22299.0
9,4,87,13.4,21858.0
10,4,87,12.9,20994.0
11,4,87,12.6,20224.0
12,4,87,12.4,20246.0
13,4,87,12.3,20609.0
14,4,87,12.5,21446.0
15,4,87,13.5,22939.0
16,4,87,15.2,23638.0
17,4,87,17.2,23321.0
18,4,87,19.1,22490.0
19,4,87,21.0,22128.0
20,4,87,22.8,21861.0
21,4,87,21.4,23127.0
22,4,87,20.0,23453.0
23,4,87,20.4,24247.0
0,5,88,20.4,23376.0
1,5,88,18.6,22715.0
2,5,88,16.7,22313.0
3,5,88,15.7,23100.0
4,5,88,15.6,24446.0
5,5,88,15.1,24536.0
6,5,88,14.6,24195.0
7,5,88,14.0,23301.0
8,5,88,13.3,22455.0
9,5,88,12.7,21489.0
10,5,88,12.4,20862.0
11,5,88,12.1,20271.0
12,5,88,12.3,19734.0
13,5,88,12.2,19591.0
14,5,88,11.6,19857.0
15,5,88,12.6,20629.0
16,5,88,14.1,20989.0
17,5,88,16.4,21083.0
18,5,88,18.8,21005.0
19,5,88,20.7,19725.0
20,5,88,21.4,19206.0
21,5,88,20.9,18385.0
22,5,88,20.9,17416.0
23,5,88,20.2,17627.0
0,6,89,18.8,17755.0
1,6,89,17.5,18335.0
2,6,89,15.8,19719.0
3,6,89,14.9,21772.0
4,6,89,14.2,22781.0
5,6,89,14.0,23212.0
6,6,89,13.5,22869.0
7,6,89,13.1,22043.0
8,6,89,12.8,21204.0
9,6,89,12.2,20952.0
10,6,89,12.5,20221.0
11,6,89,11.7,19609.0
12,6,89,12.0,19579.0
13,6,89,12.7,18935.0
14,6,89,12.2,18987.0
15,6,89,12.5,19401.0
16,6,89,13.2,20013.0
17,6,89,14.4,20084.0
18,6,89,15.6,21351.0
19,6,89,17.3,21151.0
20,6,89,17.7,22577.0
21,6,89,18.3,22696.0
22,6,89,17.4,22031.0
23,6,89,16.4,20867.0
0,0,90,16.1,19916.0
1,0,90,15.8,19898.0
2,0,90,15.3,19988.0
3,0,90,14.9,21740.0
4,0,90,14.7,23394.0
5,0,90,14.7,23546.0
6,0,90,14.7,23189.0
7,0,90,14.5,22321.0
8,0,90,14.3,21573.0
9,0,90,14.0,20866.0
10,0,90,13.9,20316.0
11,0,90,13.9,19739.0
12,0,90,13.9,19248.0
13,0,90,13.5,19388.0
14,0,90,13.6,20663.0
15,0,90,13.9,22507.0
16,0,90,14.6,24091.0
17,0,90,15.9,24051.0
18,0,90,17.0,25117.0
19,0,90,17.7,24771.0
20,0,90,17.4,26198.0
21,0,90,19.2,25942.0
22,0,90,20.4,25107.0
23,0,90,19.8,24951.0
0,1,91,18.0,24276.0
1,1,91,16.6,24545.0
2,1,91,14.9,23418.0
3,1,91,14.2,24257.0
4,1,91,14.0,25491.0
5,1,91,13.3,25555.0
6,1,91,12.7,25020.0
7,1,91,11.8,23759.0
8,1,91,11.4,22513.0
9,1,91,11.3,21935.0
10,1,91,11.5,21099.0
11,1,91,10.9,21922.0
12,1,91,10.8,21922.0
13,1,91,10.3,20519.0
14,1,91,9.9,21829.0
15,1,91,10.9,23605.0
16,1,91,13.6,21922.0
17,1,91,16.3,25765.0
18,1,91,17.3,25906.0
19,1,91,18.2,21922.0
20,1,91,19.6,25185.0
21,1,91,19.7,23432.0
22,1,91,18.3,23928.0
23,1,91,18.3,23846.0
0,2,92,17.6,23497.0
1,2,92,16.3,22657.0
2,2,92,14.8,22652.0
3,2,92,14.0,24156.0
4,2,92,13.8,25894.0
5,2,92,13.1,25837.0
6,2,92,12.3,25359.0
7,2,92,11.5,23976.0
8,2,92,10.3,22855.0
9,2,92,9.9,22246.0
10,2,92,9.5,21354.0
11,2,92,8.7,20924.0
12,2,92,8.6,20572.0
13,2,92,9.5,21045.0
14,2,92,9.4,22227.0
15,2,92,11.2,24489.0
16,2,92,12.9,25366.0
17,2,92,14.3,24230.0
18,2,92,15.9,23675.0
19,2,92,18.0,23255.0
20,2,92,19.1,23284.0
21,2,92,19.9,22812.0
22,2,92,20.2,22583.0
23,2,92,19.7,22052.0
0,3,93,19.1,22083.0
1,3,93,17.1,21478.0
2,3,93,15.7,21357.0
3,3,93,14.4,23065.0
4,3,93,13.9,25029.0
5,3,93,13.1,25350.0
6,3,93,12.8,24651.0
7,3,93,11.8,23498.0
8,3,93,10.8,22367.0
9,3,93,10.4,21578.0
10,3,93,10.0,21221.0
11,3,93,9.4,20634.0
12,3,93,9.0,20329.0
13,3,93,10.0,20712.0
14,3,93,9.5,22113.0
15,3,93,11.0,24040.0
16,3,93,12.8,24686.0
17,3,93,14.7,24032.0
18,3,93,16.4,24082.0
19,3,93,18.0,23202.0
20,3,93,19.7,23070.0
21,3,93,21.2,21273.0
22,3,93,19.8,20600.0
23,3,93,17.4,20055.0
0,4,94,16.7,20311.0
1,4,94,15.5,21031.0
2,4,94,15.1,22247.0
3,4,94,14.6,23290.0
4,4,94,13.7,25238.0
5,4,94,13.3,25530.0
6,4,94,12.4,25021.0
7,4,94,11.3,23839.0
8,4,94,10.4,23141.0
9,4,94,9.6,22376.0
10,4,94,8.8,21731.0
11,4,94,8.2,21321.0
12,4,94,7.8,21067.0
13,4,94,8.3,21728.0
14,4,94,7.8,22639.0
15,4,94,9.8,24363.0
16,4,94,12.4,24991.0
17,4,94,14.8,24456.0
18,4,94,17.8,24369.0
19,4,94,21.0,23178.0
20,4,94,23.3,22202.0
21,4,94,24.0,21137.0
22,4,94,21.0,20809.0
23,4,94,20.3,21259.0
0,5,95,21.1,21259.0
1,5,95,20.3,21222.0
2,5,95,19.0,21934.0
3,5,95,17.9,23107.0
4,5,95,17.1,24656.0
5,5,95,16.5,24544.0
6,5,95,14.9,24115.0
7,5,95,13.4,23123.0
8,5,95,13.2,21949.0
9,5,95,12.3,21575.0
10,5,95,10.5,20824.0
11,5,95,9.4,20385.0
12,5,95,8.3,20004.0
13,5,95,10.0,20216.0
14,5,95,9.8,20714.0
15,5,95,12.8,21386.0
16,5,95,17.2,21471.0
17,5,95,21.2,21216.0
18,5,95,23.9,21110.0
19,5,95,25.2,19970.0
20,5,95,26.6,19204.0
21,5,95,27.9,18270.0
22,5,95,28.4,17848.0
23,5,95,26.0,17458.0
0,6,96,24.6,18217.0
1,6,96,23.3,18937.0
2,6,96,21.1,20394.0
3,6,96,20.6,22183.0
4,6,96,20.1,23615.0
5,6,96,18.2,23628.0
6,6,96,16.8,23046.0
7,6,96,15.4,21920.0
8,6,96,14.1,21107.0
9,6,96,13.1,20562.0
10,6,96,12.3,19861.0
11,6,96,11.4,19342.0
12,6,96,10.7,19064.0
13,6,96,9.7,19250.0
14,6,96,10.0,19432.0
15,6,96,13.6,20051.0
16,6,96,18.6,20472.0
17,6,96,21.6,21171.0
18,6,96,24.4,20568.0
19,6,96,26.8,19711.0
20,6,96,28.6,19131.0
21,6,96,29.3,18548.0
22,6,96,28.6,18349.0
23,6,96,27.5,18560.0
0,0,97,25.8,18354.0
1,0,97,23.6,19179.0
2,0,97,21.0,20904.0
3,0,97,18.7,22326.0
4,0,97,17.5,24132.0
5,0,97,16.5,24168.0
6,0,97,15.4,23555.0
7,0,97,14.6,22274.0
8,0,97,14.2,20921.0
9,0,97,14.2,20219.0
10,0,97,13.5,19764.0
11,0,97,13.6,18991.0
12,0,97,13.1,18770.0
13,0,97,12.1,19370.0
14,0,97,12.1,20883.0
15,0,97,13.9,22751.0
16,0,97,16.6,23646.0
17,0,97,19.9,24107.0
18,0,97,23.0,24820.0
19,0,97,25.5,24397.0
20,0,97,27.4,23373.0
21,0,97,28.1,23477.0
22,0,97,28.0,22584.0
23,0,97,27.0,22639.0
0,1,98,25.4,22914.0
1,1,98,23.0,22713.0
2,1,98,20.8,23298.0
3,1,98,19.0,24862.0
4,1,98,17.8,26104.0
5,1,98,17.0,26047.0
6,1,98,16.4,25257.0
7,1,98,16.1,23724.0
8,1,98,15.5,22419.0
9,1,98,14.8,21597.0
10,1,98,14.3,20900.0
11,1,98,13.7,20526.0
12,1,98,12.9,20166.0
13,1,98,12.3,20145.0
14,1,98,12.6,21347.0
15,1,98,14.5,23118.0
16,1,98,17.1,24013.0
17,1,98,20.1,24176.0
18,1,98,23.0,24535.0
19,1,98,25.6,24098.0
20,1,98,27.4,22913.0
21,1,98,28.0,21763.0
22,1,98,27.6,21825.0
23,1,98,26.4,21312.0
0,2,99,25.3,21622.0
1,2,99,23.2,22167.0
2,2,99,21.6,23214.0
3,2,99,20.5,24895.0
4,2,99,19.7,26258.0
5,2,99,18.7,26358.0
6,2,99,17.9,25644.0
7,2,99,17.2,24250.0
8,2,99,16.4,22636.0
9,2,99,15.7,21983.0
10,2,99,15.2,21395.0
11,2,99,14.7,20706.0
12,2,99,14.1,20264.0
13,2,99,12.8,20336.0
14,2,99,12.6,21410.0
15,2,99,14.3,23074.0
16,2,99,17.3,23937.0
17,2,99,21.2,24436.0
18,2,99,25.0,24446.0
19,2,99,28.0,24279.0
20,2,99,29.9,24145.0
21,2,99,30.2,23093.0
22,2,99,29.4,22827.0
23,2,99,28.2,22753.0
0,3,100,26.8,23194.0
1,3,100,25.3,23512.0
2,3,100,23.1,24838.0
3,3,100,20.9,26747.0
4,3,100,19.6,27565.0
5,3,100,18.7,27282.0
6,3,100,18.0,26562.0
7,3,100,17.2,24963.0
8,3,100,16.4,23299.0
9,3,100,15.5,22461.0
10,3,100,14.7,21512.0
11,3,100,14.1,20830.0
12,3,100,13.6,20276.0
13,3,100,13.1,20116.0
14,3,100,13.1,20994.0
15,3,100,14.6,22179.0
16,3,100,17.5,23507.0
17,3,100,21.2,24128.0
18,3,100,24.9,24877.0
19,3,100,28.0,24337.0
20,3,100,30.0,23068.0
21,3,100,30.9,22112.0
22,3,100,30.1,22297.0
23,3,100,28.2,22454.0
0,4,101,27.0,23231.0
1,4,101,26.1,24832.0
2,4,101,23.0,25916.0
3,4,101,20.7,26885.0
4,4,101,18.7,27788.0
5,4,101,17.4,27595.0
6,4,101,17.0,26779.0
7,4,101,16.6,25014.0
8,4,101,16.0,23495.0
9,4,101,15.4,22576.0
10,4,101,15.1,21910.0
11,4,101,14.6,21630.0
12,4,101,14.1,21252.0
13,4,101,13.3,20575.0
14,4,101,13.4,21570.0
15,4,101,15.1,22695.0
16,4,101,18.1,23867.0
17,4,101,22.1,24861.0
18,4,101,26.0,25405.0
19,4,101,29.3,25829.0
20,4,101,30.3,25412.0
21,4,101,29.9,23876.0
22,4,101,30.0,24972.0
23,4,101,29.7,24653.0
0,5,102,28.5,24864.0
1,5,102,27.1,25295.0
2,5,102,21.9,25860.0
3,5,102,19.9,27032.0
4,5,102,18.8,27543.0
5,5,102,18.5,27314.0
6,5,102,17.8,26551.0
7,5,102,17.0,25403.0
8,5,102,16.1,24066.0
9,5,102,15.3,23084.0
10,5,102,14.4,22004.0
11,5,102,13.7,21163.0
12,5,102,13.2,20556.0
13,5,102,12.8,20176.0
14,5,102,12.7,20335.0
15,5,102,13.7,20519.0
16,5,102,15.9,21601.0
17,5,102,18.8,22942.0
18,5,102,22.3,22836.0
19,5,102,25.1,21393.0
20,5,102,26.4,21740.0
21,5,102,26.1,21046.0
22,5,102,26.1,20583.0
23,5,102,25.6,19882.0
0,6,103,23.9,19632.0
1,6,103,21.0,20229.0
2,6,103,18.4,22356.0
3,6,103,16.6,23758.0
4,6,103,15.9,24637.0
5,6,103,15.5,25019.0
6,6,103,15.1,24416.0
7,6,103,14.7,23426.0
8,6,103,14.4,22322.0
9,6,103,14.0,21627.0
10,6,103,13.7,20797.0
11,6,103,13.4,20013.0
12,6,103,13.3,19424.0
13,6,103,12.9,19063.0
14,6,103,13.0,19394.0
15,6,103,14.0,19684.0
16,6,103,15.4,19536.0
17,6,103,17.9,21199.0
18,6,103,19.9,22064.0
19,6,103,22.1,21233.0
20,6,103,24.0,20268.0
21,6,103,24.9,19772.0
22,6,103,24.6,19042.0
23,6,103,23.6,18528.0
0,0,104,22.3,18534.0
1,0,104,20.0,19625.0
2,0,104,17.8,21213.0
3,0,104,16.2,23338.0
4,0,104,15.4,25131.0
5,0,104,14.9,25440.0
6,0,104,14.2,24479.0
7,0,104,13.6,23061.0
8,0,104,13.1,21706.0
9,0,104,12.7,21229.0
10,0,104,12.4,20463.0
11,0,104,11.9,20076.0
12,0,104,11.9,19796.0
13,0,104,12.8,20107.0
14,0,104,12.7,20960.0
15,0,104,13.4,22488.0
16,0,104,14.6,23415.0
17,0,104,16.5,24548.0
18,0,104,19.1,24167.0
19,0,104,21.6,24782.0
20,0,104,23.2,23988.0
21,0,104,21.5,23729.0
22,0,104,21.0,24399.0
23,0,104,20.3,24770.0
0,1,105,19.6,23388.0
1,1,105,17.8,23170.0
2,1,105,16.1,24206.0
3,1,105,14.8,25222.0
4,1,105,14.2,26418.0
5,1,105,13.7,26411.0
6,1,105,13.3,25499.0
7,1,105,12.5,24264.0
8,1,105,11.8,23286.0
9,1,105,11.1,22278.0
10,1,105,10.7,21511.0
11,1,105,10.3,20958.0
12,1,105,10.0,20519.0
13,1,105,11.6,20625.0
14,1,105,12.1,21810.0
15,1,105,13.2,23170.0
16,1,105,14.6,24533.0
17,1,105,15.9,26091.0
18,1,105,18.1,26873.0
19,1,105,19.6,26305.0
20,1,105,20.8,25641.0
21,1,105,21.0,24722.0
22,1,105,20.4,24285.0
23,1,105,19.6,24220.0
0,2,106,18.8,23627.0
1,2,106,17.1,24181.0
2,2,106,15.5,23817.0
3,2,106,14.5,25269.0
4,2,106,14.0,26150.0
5,2,106,13.6,26267.0
6,2,106,13.1,25832.0
7,2,106,12.9,24150.0
8,2,106,12.7,23000.0
9,2,106,12.0,22065.0
10,2,106,11.6,21368.0
11,2,106,11.1,20749.0
12,2,106,10.6,20682.0
13,2,106,11.6,21162.0
14,2,106,12.3,21707.0
15,2,106,13.8,23056.0
16,2,106,15.8,24671.0
17,2,106,16.6,25740.0
18,2,106,17.3,26504.0
19,2,106,18.6,26932.0
20,2,106,19.3,26716.0
21,2,106,19.3,26431.0
22,2,106,20.1,25779.0
23,2,106,19.7,24528.0
0,3,107,18.3,23517.0
1,3,107,17.5,23128.0
2,3,107,16.1,23204.0
3,3,107,15.3,24198.0
4,3,107,14.8,25757.0
5,3,107,14.5,26144.0
6,3,107,13.9,25604.0
7,3,107,13.2,24497.0
8,3,107,12.7,23188.0
9,3,107,12.5,22271.0
10,3,107,12.8,21272.0
11,3,107,12.8,20637.0
12,3,107,12.3,20286.0
13,3,107,13.9,20477.0
14,3,107,13.9,21660.0
15,3,107,14.4,23102.0
16,3,107,14.8,25780.0
17,3,107,15.7,27277.0
18,3,107,17.0,28038.0
19,3,107,17.1,27733.0
20,3,107,17.3,27223.0
21,3,107,17.4,26848.0
22,3,107,16.7,25882.0
23,3,107,17.2,25128.0
0,4,108,16.6,24393.0
1,4,108,16.0,23622.0
2,4,108,15.3,22938.0
3,4,108,14.7,24129.0
4,4,108,14.4,25116.0
5,4,108,14.1,25353.0
6,4,108,13.8,25135.0
7,4,108,13.8,24201.0
8,4,108,13.7,22847.0
9,4,108,13.5,22523.0
10,4,108,13.1,21750.0
11,4,108,12.6,20950.0
12,4,108,11.9,20506.0
13,4,108,12.4,20680.0
14,4,108,12.4,21733.0
15,4,108,13.3,22967.0
16,4,108,15.1,24740.0
17,4,108,16.6,25923.0
18,4,108,17.8,26275.0
19,4,108,17.4,26010.0
20,4,108,17.3,25228.0
21,4,108,17.9,24326.0
22,4,108,18.4,23443.0
23,4,108,17.9,22640.0
0,5,109,16.8,21238.0
1,5,109,16.0,21550.0
2,5,109,15.4,23633.0
3,5,109,14.7,23632.0
4,5,109,14.3,24919.0
5,5,109,14.0,25324.0
6,5,109,13.6,25109.0
7,5,109,13.5,23775.0
8,5,109,12.9,22302.0
9,5,109,12.2,21976.0
10,5,109,11.8,21252.0
11,5,109,11.3,20725.0
12,5,109,10.6,20402.0
13,5,109,9.4,20140.0
14,5,109,10.0,20597.0
15,5,109,11.4,21027.0
16,5,109,13.7,21853.0
17,5,109,16.5,22406.0
18,5,109,19.6,21893.0
19,5,109,22.3,20407.0
20,5,109,23.7,19687.0
21,5,109,23.8,19161.0
22,5,109,23.2,18749.0
23,5,109,22.7,17886.0
0,6,110,22.2,18025.0
1,6,110,21.5,18927.0
2,6,110,19.3,20731.0
3,6,110,17.5,22302.0
4,6,110,16.7,23722.0
5,6,110,15.8,23868.0
6,6,110,15.1,23312.0
7,6,110,14.5,22430.0
8,6,110,13.7,21321.0
9,6,110,13.5,21053.0
10,6,110,13.0,20724.0
11,6,110,12.4,20022.0
12,6,110,12.0,19731.0
13,6,110,11.6,19500.0
14,6,110,12.4,19723.0
15,6,110,14.0,19872.0
16,6,110,16.3,20915.0
17,6,110,19.0,21576.0
18,6,110,21.6,20570.0
19,6,110,23.8,19716.0
20,6,110,25.3,18365.0
21,6,110,25.7,17173.0
22,6,110,25.3,16632.0
23,6,110,24.5,16129.0
0,0,111,23.5,16514.0
1,0,111,22.1,18010.0
2,0,111,19.9,19922.0
3,0,111,17.3,21433.0
4,0,111,16.0,23234.0
5,0,111,15.1,23762.0
6,0,111,14.5,23555.0
7,0,111,13.7,22474.0
8,0,111,13.2,21387.0
9,0,111,12.8,20615.0
10,0,111,12.3,20909.0
11,0,111,12.0,20092.0
12,0,111,11.6,19804.0
13,0,111,11.5,20068.0
14,0,111,11.9,21231.0
15,0,111,13.1,22023.0
16,0,111,15.3,23664.0
17,0,111,18.0,24295.0
18,0,111,20.6,23540.0
19,0,111,23.0,23143.0
20,0,111,24.3,22361.0
21,0,111,24.3,22123.0
22,0,111,23.3,22483.0
23,0,111,22.1,22083.0
0,1,112,20.8,21733.0
1,1,112,19.3,22162.0
2,1,112,17.1,23734.0
3,1,112,15.5,25637.0
4,1,112,14.7,26869.0
5,1,112,14.1,27048.0
6,1,112,13.6,26260.0
7,1,112,13.2,24796.0
8,1,112,12.9,23202.0
9,1,112,12.8,22241.0
10,1,112,12.6,21395.0
11,1,112,12.4,20716.0
12,1,112,12.0,20288.0
13,1,112,11.7,20749.0
14,1,112,11.7,21756.0
15,1,112,12.4,22829.0
16,1,112,13.8,24115.0
17,1,112,15.9,23701.0
18,1,112,18.4,23032.0
19,1,112,20.7,22049.0
20,1,112,22.1,21557.0
21,1,112,22.1,21084.0
22,1,112,21.6,22090.0
23,1,112,20.8,22038.0
0,2,113,19.5,22677.0
1,2,113,17.7,23288.0
2,2,113,16.1,23697.0
3,2,113,14.8,25280.0
4,2,113,14.2,26484.0
5,2,113,13.9,26983.0
6,2,113,13.6,26147.0
7,2,113,13.5,24590.0
8,2,113,13.4,23066.0
9,2,113,13.3,22357.0
10,2,113,13.3,21686.0
11,2,113,13.2,21467.0
12,2,113,13.0,20814.0
13,2,113,13.2,21062.0
14,2,113,13.3,22262.0
15,2,113,14.1,23518.0
16,2,113,15.4,24908.0
17,2,113,16.9,25857.0
18,2,113,18.8,25389.0
19,2,113,20.5,25301.0
20,2,113,21.2,24436.0
21,2,113,21.1,23427.0
22,2,113,20.2,23417.0
23,2,113,19.6,22657.0
0,3,114,18.8,21419.0
1,3,114,17.0,21736.0
2,3,114,15.6,23048.0
3,3,114,14.6,24766.0
4,3,114,14.2,26448.0
5,3,114,13.7,26559.0
6,3,114,13.8,25774.0
7,3,114,13.9,24409.0
8,3,114,13.9,22913.0
9,3,114,13.8,22559.0
10,3,114,13.6,21770.0
11,3,114,13.5,21277.0
12,3,114,13.5,20877.0
13,3,114,14.5,21059.0
14,3,114,14.5,22157.0
15,3,114,14.7,23505.0
16,3,114,15.6,25004.0
17,3,114,16.6,25782.0
18,3,114,18.1,25516.0
19,3,114,19.8,25103.0
20,3,114,21.1,24188.0
21,3,114,21.7,23320.0
22,3,114,21.3,22733.0
23,3,114,20.2,22259.0
0,4,115,19.1,21983.0
1,4,115,17.5,23046.0
2,4,115,16.3,23261.0
3,4,115,15.2,24593.0
4,4,115,15.1,25566.0
5,4,115,14.6,25900.0
6,4,115,14.0,25417.0
7,4,115,13.5,24441.0
8,4,115,13.1,23325.0
9,4,115,12.8,22862.0
10,4,115,12.5,21935.0
11,4,115,12.3,21118.0
12,4,115,12.3,21079.0
13,4,115,12.8,21163.0
14,4,115,13.2,21967.0
15,4,115,14.2,23318.0
16,4,115,15.4,24680.0
17,4,115,16.8,26046.0
18,4,115,17.0,26853.0
19,4,115,17.6,26135.0
20,4,115,18.7,26374.0
21,4,115,18.8,25904.0
22,4,115,17.8,24817.0
23,4,115,17.8,25610.0
0,5,116,16.9,24710.0
1,5,116,16.0,23118.0
2,5,116,15.2,22633.0
3,5,116,14.2,23515.0
4,5,116,13.8,24823.0
5,5,116,13.6,25368.0
6,5,116,13.4,25033.0
7,5,116,13.2,24301.0
8,5,116,12.7,22992.0
9,5,116,12.1,22304.0
10,5,116,11.6,21672.0
11,5,116,11.4,20807.0
12,5,116,10.7,20141.0
13,5,116,11.2,20100.0
14,5,116,11.7,20514.0
15,5,116,13.0,21155.0
16,5,116,12.5,22637.0
17,5,116,11.6,23791.0
18,5,116,12.3,23270.0
19,5,116,14.0,22758.0
20,5,116,14.2,23575.0
21,5,116,15.9,23450.0
22,5,116,15.8,22550.0
23,5,116,15.7,21640.0
0,6,117,15.0,21751.0
1,6,117,14.5,20879.0
2,6,117,13.6,21262.0
3,6,117,13.0,21775.0
4,6,117,12.5,23190.0
5,6,117,11.9,23653.0
6,6,117,11.4,23392.0
7,6,117,10.9,22733.0
8,6,117,10.6,22253.0
9,6,117,10.1,21896.0
10,6,117,9.6,21229.0
11,6,117,9.0,20534.0
12,6,117,9.0,20017.0
13,6,117,9.7,20042.0
14,6,117,10.5,20122.0
15,6,117,12.2,20267.0
16,6,117,13.8,21055.0
17,6,117,15.4,21997.0
18,6,117,16.4,21418.0
19,6,117,16.7,21344.0
20,6,117,17.1,21908.0
21,6,117,17.0,22123.0
22,6,117,17.4,22074.0
23,6,117,16.2,21260.0
0,0,118,16.6,20994.0
1,0,118,15.6,20799.0
2,0,118,14.7,21531.0
3,0,118,14.0,22136.0
4,0,118,13.7,23550.0
5,0,118,13.3,24140.0
6,0,118,12.6,23750.0
7,0,118,12.1,22754.0
8,0,118,11.4,21513.0
